NDVI,NDRE,RGB_Damage_Score,N,P,K,Moisture,pH,Temperature,Humidity,Energy_Consumed_mAh,Latency_ms,Cluster_KMeans,Cluster_Agglomerative,Zone_ID,Image_Type,Action_Suggested,PCA1,PCA2,Cluster_Birch
0.58,0.35,0.59,21,24,89,28.77,6.17,19.92,74.37,1.43,47.15,0,0.0,Z9,RGB,Apply Fertilizer,0.0897729352761126,-0.3256556318066766,1
0.58,0.15,0.5,25,7,22,27.71,5.33,35.83,36.56,2.12,75.7,1,1.0,Z6,Multispectral,Irrigate,-0.5544499845151734,-0.303842478261991,0
0.32,0.13,0.5,47,39,27,27.69,7.01,18.15,62.3,7.15,14.96,0,0.0,Z4,Multispectral,Irrigate,0.2651441952368353,0.067303411136403,1
0.58,0.35,0.18,53,8,71,34.52,5.16,29.45,51.59,8.59,18.83,1,0.0,Z2,RGB,Apply Pesticide,-0.4486168395000317,0.2555272243816807,1
0.66,0.17,0.5,63,20,58,34.45,7.24,31.02,31.85,3.48,69.35,1,1.0,Z3,Multispectral,Apply Fertilizer,-0.1777445664657989,0.3926716534416197,0
0.6,0.26,0.5,52,44,91,18.39,7.87,39.65,48.73,5.26,23.37,0,1.0,Z8,Multispectral,Irrigate,0.63007333728189,0.256588342822885,1
0.34,0.17,0.5,38,29,67,14.22,7.24,24.0,81.83,9.63,27.36,0,0.0,Z8,Multispectral,Apply Pesticide,0.2065466888195019,-0.186014596733226,1
0.58,0.35,0.55,54,38,53,16.24,5.56,28.64,52.2,4.77,50.81,0,0.0,Z8,RGB,Monitor,0.2956817769694877,0.1630470667112988,1
0.58,0.35,0.04,64,14,65,9.77,7.74,27.2,85.04,4.15,21.26,1,0.0,Z3,RGB,Irrigate,-0.1729188753109592,0.2037390345772574,1
0.64,0.19,0.5,44,25,27,35.55,7.72,20.8,52.17,5.68,61.02,1,1.0,Z1,Multispectral,Monitor,-0.0984237886641235,-0.0019791171508246,1
0.6,0.28,0.5,55,38,71,8.77,5.15,35.01,75.01,7.97,57.14,0,0.0,Z7,Multispectral,Irrigate,0.379599683520363,0.1228314004239556,1
0.44,0.49,0.5,33,12,58,34.48,6.25,21.24,92.99,9.89,46.9,1,0.0,Z4,Multispectral,Apply Fertilizer,-0.3122070113729383,-0.2205613305110579,1
0.58,0.35,0.31,57,32,68,30.49,5.46,33.2,55.14,8.61,11.88,0,0.0,Z3,RGB,Monitor,0.1619916536778451,0.3619275399112281,1
0.58,0.35,0.46,41,17,29,36.89,5.75,20.82,77.92,9.49,50.97,1,0.0,Z4,RGB,Monitor,-0.3163581837686349,-0.0736538063745923,0
0.58,0.35,0.31,63,31,51,18.91,7.26,24.86,25.03,5.99,93.22,0,0.0,Z7,RGB,Apply Pesticide,0.0914780637633034,0.2449808760114771,0
0.58,0.35,0.28,27,26,55,9.52,7.13,23.5,88.41,9.29,66.38,0,0.0,Z2,RGB,Apply Pesticide,0.119141428496256,-0.4768520048850127,0
0.58,0.35,0.98,35,33,77,9.55,7.99,33.47,49.03,7.98,44.62,0,0.0,Z6,RGB,Monitor,0.3566655829604195,-0.1931937562552796,1
0.28,0.26,0.5,20,37,42,14.43,6.2,36.41,39.47,9.41,58.24,0,0.0,Z7,Multispectral,Monitor,0.3141367824515511,-0.4062463129829406,0
0.59,0.54,0.5,61,5,44,17.03,5.28,40.59,43.33,2.84,22.85,1,0.0,Z7,Multispectral,Apply Pesticide,-0.5394441989658997,0.3001458628826369,1
0.59,0.14,0.5,74,37,76,34.22,5.2,25.08,55.67,9.23,56.69,0,1.0,Z6,Multispectral,Irrigate,0.2319055494451145,0.5893121225417837,0
0.47,0.2,0.5,63,35,33,33.76,7.47,34.36,93.05,2.0,77.38,0,0.0,Z6,Multispectral,Irrigate,0.1909786865556832,0.320916264093472,0
0.58,0.35,0.65,46,6,26,15.04,5.01,33.68,82.27,10.0,48.17,1,0.0,Z2,RGB,Monitor,-0.5346531244636759,-0.1205290451602689,0
0.58,0.35,0.74,60,22,50,23.39,5.39,23.2,28.5,4.28,44.27,1,0.0,Z3,RGB,Apply Pesticide,-0.1693701894241047,0.2897168414167015,1
0.58,0.35,0.37,60,33,26,24.25,5.81,38.89,90.01,7.88,11.91,0,0.0,Z1,RGB,Apply Fertilizer,0.134964717851533,0.2962451656968371,1
0.77,0.57,0.5,34,40,90,32.59,7.94,39.16,90.17,3.39,71.29,0,1.0,Z8,Multispectral,Apply Fertilizer,0.5420247422021914,-0.0617411299186326,0
0.41,0.58,0.5,27,39,83,10.35,5.33,37.23,34.86,3.34,31.72,0,0.0,Z1,Multispectral,Apply Pesticide,0.4663858388579162,-0.1837084667661862,1
0.58,0.35,0.15,72,9,32,35.72,7.47,39.47,55.01,2.9,43.87,1,0.0,Z3,RGB,Apply Fertilizer,-0.4882655710531735,0.5285082964270122,1
0.58,0.35,0.95,20,13,26,18.08,6.9,19.35,55.27,5.85,99.34,1,1.0,Z9,RGB,Apply Fertilizer,-0.3423899599293606,-0.5954275339532037,0
0.79,0.6,0.5,44,16,87,31.66,6.53,20.02,39.78,6.53,85.36,1,1.0,Z6,Multispectral,Irrigate,-0.1959476638353336,0.0071533840614657,0
0.58,0.35,0.94,58,21,51,11.51,7.57,23.37,66.0,4.8,61.74,1,0.0,Z6,RGB,Apply Pesticide,-0.0721251319705707,0.0690067307662567,1
0.58,0.35,0.93,68,7,37,16.02,6.71,27.4,51.07,1.99,71.53,1,0.0,Z1,RGB,Irrigate,-0.5142022859734715,0.2590807420198949,1
0.4,0.37,0.5,20,30,69,14.04,6.31,18.24,42.15,9.08,52.51,0,1.0,Z6,Multispectral,Monitor,0.1903146829394287,-0.4619846316793057,1
0.4,0.51,0.5,64,44,30,27.58,7.5,35.86,53.59,9.72,87.11,0,1.0,Z8,Multispectral,Monitor,0.3824323890200028,0.3180537586551882,0
0.87,0.56,0.5,72,23,58,21.51,5.61,21.11,45.52,2.25,35.92,1,0.0,Z9,Multispectral,Apply Pesticide,-0.1159585648107174,0.4702254781017665,1
0.58,0.35,0.92,16,32,87,23.88,5.18,35.57,69.64,8.17,34.89,0,0.0,Z4,RGB,Apply Fertilizer,0.3033367715962122,-0.362883552474109,1
0.58,0.35,0.17,27,5,38,34.85,6.45,26.74,33.61,9.46,79.32,1,1.0,Z6,RGB,Apply Pesticide,-0.5808573990540761,-0.2955623507210332,0
0.58,0.35,0.24,48,41,67,10.41,7.65,18.99,82.02,1.02,48.78,0,0.0,Z8,RGB,Apply Fertilizer,0.4982268663757531,-0.0309926067231249,1
0.58,0.35,0.91,52,7,41,15.29,7.72,23.44,72.41,1.32,17.48,1,0.0,Z6,RGB,Monitor,-0.4188813315364069,0.0207575253711125,1
0.3,0.48,0.5,62,34,81,13.37,6.69,22.05,83.08,3.46,42.98,0,0.0,Z7,Multispectral,Apply Pesticide,0.3164925961966279,0.2304410122714276,1
0.58,0.35,0.3,26,15,38,30.22,6.75,29.1,73.78,6.99,85.16,1,1.0,Z5,RGB,Apply Pesticide,-0.2716626710198535,-0.3639792159214214,0
0.58,0.35,0.46,17,21,25,35.87,7.89,37.2,27.19,9.52,81.5,1,1.0,Z6,RGB,Monitor,-0.1562792867545144,-0.3996538062342367,0
0.77,0.46,0.5,66,32,33,19.63,5.11,29.97,58.2,9.05,54.78,0,0.0,Z10,Multispectral,Apply Pesticide,0.055461451960045,0.3179366928072624,1
0.51,0.56,0.5,73,6,43,28.22,5.6,28.27,72.85,2.57,89.84,1,0.0,Z6,Multispectral,Apply Pesticide,-0.5793783154532809,0.3909008250612035,0
0.65,0.38,0.5,52,33,66,22.05,6.62,38.81,72.82,4.68,12.35,0,0.0,Z1,Multispectral,Apply Fertilizer,0.2719323373170218,0.2245516035823772,1
0.58,0.35,0.29,41,17,20,36.73,5.24,21.05,64.17,6.41,75.21,1,1.0,Z3,RGB,Irrigate,-0.3717749004682801,-0.0752296795351774,0
0.57,0.19,0.5,32,6,61,22.25,5.46,23.35,65.75,9.47,14.11,1,0.0,Z2,Multispectral,Apply Fertilizer,-0.4473619477261621,-0.230117205429714,1
0.58,0.35,0.03,27,20,47,23.96,6.81,20.69,45.18,7.96,65.2,1,1.0,Z3,RGB,Apply Pesticide,-0.1415233179502726,-0.3397097344675268,0
0.58,0.35,0.35,29,22,53,11.73,5.02,41.47,35.48,2.97,40.23,1,1.0,Z6,RGB,Apply Fertilizer,-0.0474574615325583,-0.2062259688955879,1
0.58,0.35,0.02,42,43,31,31.67,7.74,32.91,59.09,4.17,62.24,0,0.0,Z2,RGB,Apply Fertilizer,0.4004096737822171,0.0337383797456402,1
0.58,0.35,0.5,55,31,77,17.46,6.26,18.75,63.37,1.72,72.18,0,1.0,Z6,RGB,Monitor,0.1873928987779007,0.1221754367118262,0
0.58,0.35,0.15,56,15,52,20.48,7.93,24.92,79.75,3.01,71.78,1,0.0,Z2,RGB,Apply Pesticide,-0.2203595453008429,0.0685957719052732,0
0.58,0.35,0.2,54,9,94,14.02,5.03,26.99,46.24,8.52,69.29,1,0.0,Z2,RGB,Apply Fertilizer,-0.3359766846006348,0.0895997358978956,0
0.9,0.21,0.5,57,29,48,22.44,7.69,19.04,71.19,8.75,96.85,0,0.0,Z4,Multispectral,Monitor,0.0705330886001077,0.0538617213001539,0
0.58,0.35,0.16,15,40,78,10.64,6.0,25.74,54.56,2.6,33.94,0,1.0,Z1,RGB,Apply Pesticide,0.5063249304338414,-0.4547338433211736,1
0.84,0.54,0.5,71,25,94,26.67,5.48,27.06,43.98,6.94,88.15,0,1.0,Z10,Multispectral,Monitor,0.0036592151026955,0.467230742883981,0
0.76,0.21,0.5,68,6,27,30.74,5.25,18.35,55.17,3.52,99.44,1,1.0,Z3,Multispectral,Apply Pesticide,-0.6709448332762465,0.2818922384444183,0
0.26,0.52,0.5,68,43,88,19.09,6.19,33.2,89.23,6.23,21.14,0,0.0,Z8,Multispectral,Irrigate,0.5514087314335007,0.4534416343766962,1
0.58,0.35,0.79,49,8,28,32.68,7.17,36.88,76.72,6.14,70.24,1,0.0,Z7,RGB,Monitor,-0.4808950989274332,0.0378254931785979,0
0.39,0.23,0.5,40,38,22,30.28,7.92,31.05,56.97,7.01,80.61,0,0.0,Z5,Multispectral,Irrigate,0.2513295460511752,-0.0791232232007186,0
0.58,0.35,0.09,63,24,63,8.49,6.35,26.11,86.67,9.56,74.17,1,0.0,Z1,RGB,Monitor,0.0154947305697171,0.1123080584418506,0
0.29,0.46,0.5,53,43,49,10.16,7.28,34.84,84.29,8.67,53.91,0,0.0,Z3,Multispectral,Irrigate,0.5069152081904965,0.0480182322812142,1
0.47,0.11,0.5,60,42,65,33.18,7.0,32.0,48.71,4.0,90.43,0,0.0,Z6,Multispectral,Apply Pesticide,0.396349426691318,0.3505196670521919,0
0.55,0.38,0.5,24,18,50,10.31,6.49,18.99,40.88,6.14,29.76,1,1.0,Z7,Multispectral,Apply Pesticide,-0.139604759450645,-0.425993330711233,1
0.39,0.54,0.5,22,20,37,9.57,6.27,36.95,81.61,8.96,78.24,1,1.0,Z9,Multispectral,Irrigate,-0.0753423860790408,-0.535912272727357,0
0.58,0.35,0.09,46,38,23,27.19,5.87,32.54,77.8,1.72,88.96,0,0.0,Z7,RGB,Apply Pesticide,0.2213529613196337,0.0190564182470559,0
0.66,0.55,0.5,37,37,39,25.46,6.9,20.5,71.21,2.04,68.34,0,0.0,Z4,Multispectral,Apply Fertilizer,0.2678192556731139,-0.150172698888227,0
0.29,0.21,0.5,69,43,74,34.72,6.3,29.79,68.03,6.93,88.42,0,0.0,Z9,Multispectral,Monitor,0.420763232319439,0.4810476918246109,0
0.58,0.35,0.56,49,9,69,18.96,6.23,30.52,43.91,9.68,53.78,1,0.0,Z9,RGB,Apply Fertilizer,-0.3686746810972739,0.029171461349206,0
0.65,0.5,0.5,16,13,49,10.35,7.84,21.58,67.42,7.42,57.18,1,1.0,Z9,Multispectral,Monitor,-0.2004803250535264,-0.6551630071460061,0
0.58,0.35,0.28,40,44,79,30.03,6.81,27.2,66.94,7.56,53.47,0,0.0,Z8,RGB,Irrigate,0.5379022948277196,0.0190463827800403,1
0.33,0.49,0.5,67,19,75,20.49,6.23,35.29,59.47,6.85,52.66,1,0.0,Z3,Multispectral,Irrigate,-0.1126437230347648,0.3751536372478049,0
0.31,0.5,0.5,27,10,40,18.04,7.02,40.83,70.56,1.98,29.71,1,1.0,Z10,Multispectral,Apply Pesticide,-0.3071009744974915,-0.2956450230130185,1
0.59,0.48,0.5,68,25,31,27.3,5.85,33.33,78.36,9.0,61.48,0,0.0,Z1,Multispectral,Apply Fertilizer,-0.1068088967518803,0.3516184165793938,0
0.34,0.49,0.5,41,24,38,8.55,7.44,25.71,60.02,8.32,60.24,1,0.0,Z3,Multispectral,Apply Pesticide,-0.0047611129649464,-0.227273819240156,0
0.58,0.35,0.49,41,6,31,31.15,6.57,25.11,43.51,8.88,85.02,1,1.0,Z2,RGB,Apply Pesticide,-0.5793699638909244,-0.1288210511183717,0
0.58,0.35,0.21,36,11,79,18.64,7.08,39.05,40.06,7.8,43.64,1,1.0,Z6,RGB,Irrigate,-0.2320924125675978,-0.1133646885568298,1
0.61,0.26,0.5,35,41,52,29.22,5.11,36.33,25.96,5.29,82.04,0,0.0,Z4,Multispectral,Apply Fertilizer,0.3299922372162359,-0.0213652165820692,0
0.47,0.15,0.5,42,22,45,27.4,5.32,29.99,89.82,7.62,33.58,1,0.0,Z6,Multispectral,Irrigate,-0.1016266023614163,-0.0339422608570478,1
0.58,0.35,0.57,24,17,79,37.04,7.67,39.47,49.94,2.0,24.65,1,1.0,Z3,RGB,Apply Pesticide,-0.0779245102465268,-0.1312559535518269,1
0.27,0.35,0.5,31,40,27,22.48,7.77,35.04,47.35,2.64,44.52,0,1.0,Z1,Multispectral,Apply Fertilizer,0.3624822276689473,-0.1658857854364006,1
0.58,0.35,0.34,28,26,80,27.64,7.11,21.55,57.31,8.9,31.54,0,1.0,Z6,RGB,Irrigate,0.1172112259734534,-0.2239697195971627,1
0.58,0.35,0.56,46,27,31,28.76,6.56,38.97,55.58,8.05,44.52,0,0.0,Z4,RGB,Apply Fertilizer,-0.0107728732019569,0.0831933331091492,1
0.58,0.35,0.07,19,41,23,33.57,7.73,36.96,77.57,7.65,50.28,0,0.0,Z3,RGB,Apply Fertilizer,0.3861385026391225,-0.3487488209339621,1
0.36,0.14,0.5,38,20,25,12.38,7.61,34.92,74.88,4.69,86.19,1,0.0,Z1,Multispectral,Apply Pesticide,-0.1188608883506017,-0.2759571297292401,0
0.58,0.35,0.61,25,36,26,19.01,5.06,37.48,88.83,4.92,26.72,0,0.0,Z3,RGB,Irrigate,0.2557806361659787,-0.2977772086712182,1
0.58,0.35,0.86,43,41,70,18.31,5.95,35.37,81.68,1.29,15.93,0,1.0,Z10,RGB,Irrigate,0.4925835080293638,0.0713352061594579,1
0.58,0.35,0.54,34,32,26,14.24,5.58,27.38,42.11,8.28,75.13,0,1.0,Z7,RGB,Apply Pesticide,0.0897369473804531,-0.2609806154739224,0
0.68,0.12,0.5,49,16,54,34.04,6.7,27.42,36.64,1.83,50.83,1,1.0,Z10,Multispectral,Apply Fertilizer,-0.2726272675735698,0.1700172295589662,1
0.74,0.2,0.5,25,21,68,27.79,7.08,40.27,45.63,6.98,50.9,1,1.0,Z7,Multispectral,Apply Fertilizer,-0.0168687783316356,-0.2257632171815986,1
0.74,0.44,0.5,56,20,21,37.71,5.94,34.66,91.71,7.4,76.0,1,0.0,Z7,Multispectral,Irrigate,-0.2547787112351644,0.1807994368981922,0
0.32,0.38,0.5,43,37,58,36.84,7.15,23.41,35.89,4.18,94.07,0,0.0,Z8,Multispectral,Apply Pesticide,0.2482937727048469,0.0571500619103879,0
0.71,0.54,0.5,25,19,25,37.75,6.5,27.8,81.93,1.27,55.97,1,1.0,Z4,Multispectral,Apply Fertilizer,-0.2127273497708117,-0.2789422872638529,0
0.58,0.35,0.62,21,28,43,19.19,6.43,38.94,61.1,2.7,66.05,0,1.0,Z1,RGB,Apply Pesticide,0.1121833139766776,-0.3780931495867654,0
0.58,0.35,0.1,66,8,56,19.39,5.88,36.23,78.38,6.63,16.91,1,0.0,Z5,RGB,Monitor,-0.412786830309131,0.3380722981524464,1
0.35,0.34,0.5,36,23,64,22.97,5.32,27.12,58.81,7.32,19.88,1,0.0,Z2,Multispectral,Irrigate,-0.0290957659776616,-0.0869239277104431,1
0.8,0.14,0.5,51,7,57,30.38,6.95,24.69,36.23,9.5,17.98,1,0.0,Z8,Multispectral,Apply Fertilizer,-0.473796927273769,0.1504583516008304,1
0.58,0.35,0.06,59,41,27,12.02,5.76,27.52,26.75,3.76,31.76,0,0.0,Z3,RGB,Apply Fertilizer,0.2887570984829921,0.2539442974216369,1
0.58,0.35,0.66,47,43,34,13.43,5.68,26.48,63.17,7.03,88.77,0,1.0,Z3,RGB,Monitor,0.3807404132696387,-0.0670313087430369,0
0.58,0.35,0.66,42,30,24,18.06,5.04,27.81,85.32,4.01,21.67,0,0.0,Z10,RGB,Apply Pesticide,0.0581855604648561,-0.068507666089971,1
0.58,0.35,0.52,31,37,71,13.68,5.22,36.44,78.54,3.18,63.5,0,1.0,Z4,RGB,Apply Pesticide,0.3899014591502572,-0.2172463318673154,0
0.84,0.59,0.5,40,44,63,32.76,7.63,32.67,83.59,8.16,39.77,0,0.0,Z10,Multispectral,Apply Pesticide,0.5385655007788509,0.0213284893671356,1
0.36,0.42,0.5,64,15,23,32.63,7.9,33.87,43.8,8.11,71.25,1,1.0,Z9,Multispectral,Monitor,-0.3635627903880135,0.3045633691773695,1
0.58,0.35,0.51,59,24,43,25.7,5.36,24.82,70.6,4.6,57.93,1,0.0,Z3,RGB,Apply Pesticide,-0.1107523040724111,0.2178542089118108,0
0.56,0.22,0.5,29,5,64,19.07,6.36,19.38,29.21,3.44,53.92,1,1.0,Z4,Multispectral,Apply Fertilizer,-0.475180784745257,-0.3006688417777863,1
0.58,0.35,0.62,41,22,55,35.36,5.89,39.35,30.92,6.82,29.0,1,1.0,Z10,RGB,Monitor,-0.1103585993484299,0.1332130312398983,1
0.58,0.35,0.66,51,42,59,25.3,6.69,29.2,73.54,3.45,27.91,0,0.0,Z2,RGB,Monitor,0.4488792373299574,0.1900302160675555,1
0.58,0.35,0.2,52,43,60,23.32,6.39,41.77,51.71,2.73,91.78,0,1.0,Z6,RGB,Apply Pesticide,0.4532780668220665,0.1977369793502379,0
0.84,0.14,0.5,58,8,83,37.95,6.68,35.59,59.09,6.58,17.65,1,0.0,Z1,Multispectral,Irrigate,-0.3748719977151639,0.3777610763892358,1
0.79,0.35,0.5,46,35,75,17.94,7.71,39.04,37.9,4.49,37.46,0,1.0,Z10,Multispectral,Irrigate,0.3561712511229175,0.1151197599434608,1
0.58,0.35,0.81,52,33,66,9.99,5.58,41.35,51.96,8.39,85.18,0,1.0,Z8,RGB,Irrigate,0.2379971152804133,0.0726774635742433,0
0.58,0.35,0.04,59,29,51,30.49,6.62,41.21,34.22,3.48,97.79,0,1.0,Z5,RGB,Apply Fertilizer,0.0376010146904084,0.3230845419736071,0
0.58,0.35,0.77,33,14,90,36.64,6.04,38.39,61.6,2.77,32.79,1,1.0,Z9,RGB,Monitor,-0.1718815844908637,0.0008610754613452,1
0.72,0.19,0.5,39,42,50,34.19,7.61,19.8,38.54,5.3,95.92,0,0.0,Z3,Multispectral,Irrigate,0.3683482156399899,-0.0542474180866604,0
0.58,0.35,0.93,29,16,72,13.83,6.54,32.2,94.61,7.57,31.54,1,1.0,Z5,RGB,Irrigate,-0.0746695610130211,-0.3350596714232055,1
0.58,0.35,0.22,60,16,83,33.8,5.49,30.9,67.36,8.8,32.07,1,0.0,Z5,RGB,Monitor,-0.2070823045736831,0.3574449056213945,1
0.58,0.35,0.4,47,38,26,18.58,6.82,30.16,38.68,7.66,54.82,0,0.0,Z10,RGB,Irrigate,0.2459392905860172,0.0244971703186452,1
0.58,0.35,0.34,67,21,65,8.55,7.06,34.95,44.7,5.37,73.16,1,1.0,Z4,RGB,Apply Pesticide,-0.0573830647312265,0.2749838341015358,0
0.58,0.31,0.5,42,12,28,9.98,5.93,33.27,90.63,4.28,97.1,1,0.0,Z9,Multispectral,Apply Pesticide,-0.3434743945504749,-0.2638283896101867,0
0.58,0.35,0.79,59,6,44,36.47,6.55,33.9,28.49,4.26,50.29,1,1.0,Z4,RGB,Apply Pesticide,-0.5683927382184295,0.3363023666930085,1
0.81,0.58,0.5,39,15,66,10.06,6.97,40.27,52.89,1.84,36.57,1,1.0,Z6,Multispectral,Monitor,-0.1298780908121081,-0.1029455893391584,1
0.27,0.17,0.5,33,39,55,22.74,5.87,32.47,85.93,2.69,15.22,0,0.0,Z9,Multispectral,Irrigate,0.3994678399405156,-0.100105839307852,1
0.48,0.31,0.5,20,37,63,35.35,7.37,21.84,31.56,9.75,54.43,0,0.0,Z9,Multispectral,Monitor,0.311215216919343,-0.2959919215734186,0
0.58,0.35,0.96,19,30,65,11.39,5.05,23.07,35.68,3.75,79.65,0,1.0,Z4,RGB,Apply Fertilizer,0.155542848551081,-0.4702490725828251,0
0.58,0.35,0.44,38,27,26,16.29,6.78,19.5,42.06,3.4,43.75,0,1.0,Z6,RGB,Apply Fertilizer,-0.0155551100757282,-0.1721105766341543,1
0.39,0.58,0.5,67,17,86,22.74,5.47,36.82,57.63,8.91,61.43,1,0.0,Z9,Multispectral,Monitor,-0.1607263177043809,0.3935566059098314,0
0.56,0.5,0.5,67,17,46,33.72,6.47,21.27,34.35,4.32,91.4,1,1.0,Z7,Multispectral,Apply Fertilizer,-0.3309825358926498,0.3648380608277142,0
0.47,0.55,0.5,62,27,30,23.98,6.76,38.93,73.29,7.92,56.19,0,0.0,Z1,Multispectral,Irrigate,-0.0087171341366629,0.2653855077411284,0
0.58,0.35,0.06,40,20,41,24.45,6.79,24.8,60.7,7.7,35.23,1,0.0,Z4,RGB,Apply Pesticide,-0.1491194553105281,-0.0962510104234692,0
0.58,0.35,0.5,59,7,34,17.29,7.52,20.59,69.47,6.58,91.25,1,0.0,Z7,RGB,Apply Pesticide,-0.4991061236778455,0.010320871067138,0
0.58,0.35,0.6,33,36,41,34.89,6.09,34.63,25.52,8.44,35.54,0,0.0,Z8,RGB,Irrigate,0.2000808822363834,-0.0113323707180275,1
0.34,0.14,0.5,65,33,23,24.14,6.99,27.76,38.91,5.39,74.52,0,0.0,Z8,Multispectral,Apply Fertilizer,0.0639531643566241,0.3107516690721562,1
0.81,0.49,0.5,36,31,68,27.33,5.34,36.4,84.79,8.74,21.47,0,0.0,Z4,Multispectral,Apply Pesticide,0.2066818192925352,-0.0424220226891446,1
0.48,0.38,0.5,65,11,58,37.38,6.83,34.7,44.88,3.38,46.45,1,1.0,Z7,Multispectral,Apply Fertilizer,-0.3946392640655749,0.4565382704948164,1
0.58,0.35,0.9,64,41,74,33.45,6.29,28.8,78.38,6.38,23.38,0,0.0,Z1,RGB,Irrigate,0.4149221222336884,0.4570967894082778,1
0.58,0.35,0.6,45,38,62,11.92,7.58,38.46,69.77,7.44,58.07,0,0.0,Z2,RGB,Irrigate,0.4275987537431419,-0.036756121516691,1
0.28,0.55,0.5,72,38,94,32.06,7.99,25.45,66.62,7.54,46.0,0,0.0,Z6,Multispectral,Monitor,0.4045528167620451,0.5387137233546071,1
0.58,0.35,0.97,62,40,82,17.47,7.69,18.65,92.39,5.09,20.06,0,0.0,Z2,RGB,Apply Pesticide,0.4912463040185818,0.2558296070700265,1
0.58,0.35,0.78,56,40,61,36.18,5.43,29.39,62.38,7.8,41.93,0,0.0,Z3,RGB,Monitor,0.3172315983148025,0.3328057102684639,1
0.58,0.35,0.05,74,9,84,16.67,6.61,31.45,91.12,2.64,12.26,1,0.0,Z2,RGB,Irrigate,-0.2914921738515491,0.464492883579507,1
0.8,0.23,0.5,53,20,88,22.58,5.42,36.64,88.48,6.1,67.78,1,0.0,Z3,Multispectral,Apply Fertilizer,-0.0350595048002772,0.1408284869647187,0
0.58,0.35,0.52,51,21,85,28.18,7.16,41.23,40.42,7.98,12.16,1,0.0,Z7,RGB,Apply Fertilizer,-0.0007354880218476,0.272395774935266,1
0.58,0.35,0.79,47,22,69,19.62,5.44,40.18,67.67,5.11,78.84,1,1.0,Z2,RGB,Monitor,-0.0316833532915969,0.0366704334454378,0
0.58,0.35,0.03,63,33,31,25.05,7.04,29.1,34.05,3.67,71.18,0,0.0,Z3,RGB,Irrigate,0.0877597462138342,0.3203482036274241,1
0.58,0.35,0.94,48,38,53,32.28,5.21,36.01,28.89,4.04,23.71,0,0.0,Z3,RGB,Apply Fertilizer,0.2569261355634383,0.2794395795939894,1
0.58,0.35,0.98,56,33,36,19.98,6.26,28.55,70.13,5.16,39.25,0,0.0,Z10,RGB,Apply Pesticide,0.1507763476938309,0.1672717708731326,1
0.61,0.25,0.5,39,31,74,22.13,5.44,23.8,58.88,8.43,81.51,0,1.0,Z10,Multispectral,Irrigate,0.1675553543092542,-0.1176619030068424,0
0.59,0.23,0.5,43,15,61,9.19,5.18,25.03,66.16,9.61,13.72,1,0.0,Z8,Multispectral,Apply Pesticide,-0.2100913227482498,-0.1116469728858932,1
0.58,0.35,0.23,16,20,55,14.05,7.6,34.61,87.57,1.51,81.35,1,1.0,Z8,RGB,Apply Fertilizer,0.0086311151637527,-0.5796484119267943,0
0.58,0.35,0.97,34,24,31,36.73,6.79,37.02,37.17,2.2,79.6,1,1.0,Z5,RGB,Apply Fertilizer,-0.1071614598260852,-0.0688467786262229,0
0.58,0.35,0.69,61,29,28,25.68,5.31,35.88,72.76,2.28,76.09,0,1.0,Z7,RGB,Apply Fertilizer,-0.0140633902353684,0.2718644773602455,0
0.37,0.2,0.5,45,38,21,37.73,6.97,30.5,47.97,1.54,92.55,0,0.0,Z8,Multispectral,Monitor,0.1866942894839243,0.0856384109644513,0
0.27,0.36,0.5,34,42,61,10.92,6.5,20.73,81.74,7.9,28.8,0,0.0,Z4,Multispectral,Apply Pesticide,0.5042696546074793,-0.2449604363563595,1
0.58,0.35,0.29,57,26,44,32.29,6.46,36.07,76.85,9.34,31.3,0,0.0,Z10,RGB,Apply Fertilizer,-0.0144663835584435,0.2717335724065348,1
0.51,0.33,0.5,17,18,29,24.49,7.92,35.96,94.95,4.67,22.88,1,0.0,Z5,Multispectral,Irrigate,-0.1064092971635389,-0.4727498693686653,1
0.76,0.39,0.5,53,6,40,17.54,6.1,23.58,71.48,6.41,50.88,1,0.0,Z4,Multispectral,Irrigate,-0.5133689300484345,0.0020667943063481,0
0.65,0.53,0.5,67,26,41,14.65,6.81,33.76,75.44,9.75,71.0,0,0.0,Z1,Multispectral,Irrigate,0.0009957018846242,0.2383443981278453,0
0.64,0.11,0.5,52,25,57,15.32,5.95,23.71,78.6,3.51,39.34,0,0.0,Z3,Multispectral,Apply Fertilizer,0.0180824539402453,0.0605562147989368,1
0.83,0.57,0.5,36,42,48,11.23,6.35,33.76,36.26,6.75,49.5,0,0.0,Z3,Multispectral,Irrigate,0.4396055414322145,-0.1353807755857719,1
0.58,0.35,0.5,67,9,54,9.29,6.07,40.41,58.98,3.37,23.81,1,0.0,Z2,RGB,Apply Pesticide,-0.3698858417864486,0.3292880737734784,1
0.58,0.35,0.16,27,39,79,8.51,7.65,26.12,50.24,7.16,96.33,0,0.0,Z1,RGB,Apply Fertilizer,0.4847608216753635,-0.3991791873693524,0
0.38,0.37,0.5,15,6,43,14.84,7.88,24.03,80.91,9.71,32.4,1,0.0,Z6,Multispectral,Monitor,-0.3772015122160832,-0.6505725978141523,1
0.3,0.54,0.5,27,21,84,37.7,5.41,39.49,40.58,9.49,95.02,1,1.0,Z3,Multispectral,Irrigate,-0.0672368705768036,-0.1550688646386227,0
